entity,n,org_flag,url1,url2,url3,url4,url5,title1,title2,title3,title4,title5,description1,description2,description3,description4,description5
Angola Michael Stone,9,False,https://www.hellomagazine.com/celebrities/2018100363039/michael-stone-princess-diana-mission-angola-full-story-exclusive/,https://www.linkedin.com/in/mike-stone-b1a68013,https://georgiadogs.com/sports/football/roster/michael-d-angola/328,https://science.ucsc.edu/department/chemistry/people/,https://www.reuters.com/article/anbang-pjtpartners/anbangs-starwood-bid-is-major-chinese-prize-for-taubmans-pjt-idINL5N16Q5CO,Michael Stone talks Princess Diana's mission in Angola - full ...,"Mike Stone - Austin, Texas, United States | Professional Profile ...",Michael D'Angola - 2016 - Football - University of Georgia Athletics,People – UC Santa Cruz Science,Anbang's Starwood bid is major Chinese prize for Taubman's PJT ...,"Oct 3, 2018 ... Prominent global humanitarian Michael Stone talks for the first time about working with Princess Diana on her mission in Angola back in ...","View Mike Stone's profile on LinkedIn, the world's largest professional community. Mike has 3 jobs listed on ... Responsible for the Angolanization plan",Michael D'Angola (91) P - 2015 (Georgia Perimeter): Student at Georgia Perimeter. 2014 (Towson): Member of the team at Towson University under coach Rob ...,"Dec 8, 2021 ... ... of UC Santa Cruz Professor of Chemistry & Biochemistry Michael Stone. Michael Stone ... Clive R Bagshaw; Research Associate - Stone Lab.","Mar 18, 2016 ... (Reporting by Mike Stone and Greg Roumeliotis in New York; Additional reporting by Liana B. Baker and Carl O'Donnell in New York and Michael ..."
Angola Felton Thompson,9,False,https://www.kplctv.com/story/36465463/watch-live-lcpd-to-give-update-on-n-shattuck-st-shooting-that-killed-10-year-old-boy,https://www.americanpress.com/tag/child-murder/,https://www.kplctv.com/story/36479971/how-was-accused-murderer-felton-thompson-let-out-on-parole,https://muspartans.com/sports/outdoor-track/roster/carl-felton/4616,https://www.kplctv.com/story/36620557/nopd-identifies-suspect-wanted-for-armed-robbery-in-lake-charles,Police chief says suspect arrested in killing of 10-year-old was ...,child murder Archives - American Press | American Press,"How was accused murderer, Felton Thompson, let out on parole?",Carl Felton - 2022 - Men's Outdoor Track & Field - Manchester ...,Suspect in killing of 10-year-old also suspect in New Orleans armed ...,"Sep 27, 2017 ... Felton Thompson, 50, was arrested in New Orleans around 1 a.m. Thompson was ... Thompson served 24 years at Angola before being paroled.","Felton Felmon Thompson, 52, is accused in the death of Jaylyn Citizen, ... Thompson was paroled early from Angola State Penitentiary after serving 24 years ...","Sep 28, 2017 ... He was sentenced to 99 years of hard labor in Angola without parole or probation. So how was he released on parole last year? District Attorney ...","At Manchester University. * Bio-Chem major. * Also studying Biomedical Engineering. High School Career. * Is a native of Angola, Ind.","Oct 17, 2017 ... Felton Thompson, 50, who was arrested in September for the death of a ... Thompson spent 24 years at Angola, serving a 99-year sentence for ..."
Angola Alcides Sakala,9,False,https://en.wikipedia.org/wiki/Alcides_Sakala_Sim%C3%B5es,https://www.wikidata.org/wiki/Q59209555,https://news.un.org/pt/story/2012/04/1403221-angola-alcides-sakala,https://home.treasury.gov/policy-issues/financial-sanctions/recent-actions/20030508pm,https://www.theguardian.com/music/2020/mar/13/from-bombs-to-beats-how-nazar-summed-up-the-sound-of-angola,Alcides Sakala Simões - Wikipedia,Alcides Sakala Simões - Wikidata,Angola: Alcides Sakala | ONU News,SDNT Blocked Pending Investigations; SDGT updates; UNITA ...,From bombs to beats: how Nazar summed up the sound of Angola ...,Alcides Sakala Simões (born 23 December 1953) is an Angolan politician for UNITA and a member of the National Assembly of Angola.,Alcides Sakala Simões. Angolan politician. Alcides Sakala. In more languages. Spanish. Alcides Sakala Simões. político angoleño. Traditional Chinese.,"Angola: Alcides Sakala. 23 abril 2012. Alcides Sakala, escritor e diplomata angolano, iniciou-se na aventura da leitura nos anos de escola primária.","May 8, 2003 ... ... POB Bailundo, Huambo Province, Angola (individual) [UNITA]. SAKALA, Alcides (a.k.a. SIMOES, Alcides Sakala; a.k.a. TCHACALA, Alcides), ...","Mar 13, 2020 ... The perkiest song on Guerrilla, the debut album by the Angolan artist ... On Diverted, Nazar's father, Alcides Sakala Simões, reads from his ..."
Angola James Macharia,9,False,https://www.reuters.com/article/angola-oil-exploration-idINL8N1YJ44R,https://au.sports.yahoo.com/1-angolas-central-bank-keeps-142530243.html,https://www.reuters.com/article/angola-tax/angola-allows-tax-payments-in-foreign-currency-to-cope-with-fx-shortages-idUSL8N1IS259,https://twitter.com/jamesmacharia_?lang=en,https://www.reuters.com/article/ozabs-uk-kenya-economy-road-idAFKBN1DU0SD-OZABS,"Angola's Sonangol, Exxon Mobil sign oil exploration agreement ...",UPDATE 1-Angola's central bank keeps main lending rate at 20%,Angola allows tax payments in foreign currency to cope with FX ...,"CS James Macharia, EGH (@JamesMacharia_) / Twitter",Kenya set to build coast-to-centre highway to boost Africa trade ...,"Dec 14, 2018 ... Angola's state oil company Sonangol and Exxon Mobil on Friday signed a ... (Writing by Olivia Kumwenda-Mtambo Editing by James Macharia).",2 days ago ... (Reporting by Miguel Gomes Writing Alexander Winning Editing by James Macharia Chege Editing by James Macharia Chege) ...,"May 26, 2017 ... Tax payments in Angola can now be paid in foreign currency under the amended ... Writing by Nqobile Dludla; Editing by James Macharia).","CS James Macharia, EGH. @JamesMacharia_. Cabinet Secretary for Transport, Infrastructure, Housing and Urban Development. Nairobi transport.go.ke Joined ...","Nov 29, 2017 ... Cabinet Secretary James Macharia said in a statement the road would link Lamu on the coast to Isiolo, north of Nairobi, via Garissa."
Angola Lawnie Mike Mcclelland,9,False,https://www.linkedin.com/in/lawnie-mike-mcclelland-65b068b2,https://www.sheriff.steubencounty.in.gov/history,https://www.helpprojecthelp.org/township-trustees/,https://www.kpcnews.com/heraldrepublican/article_7ffc9dd1-c740-5adb-8fc8-a793d91b822c.html,https://m.facebook.com/WeWontForgetThem/photos/angola-jane-doe-identified-as-tina-len-cabanawour-thoughts-are-with-her-family20/3310135065667174/,"Lawnie ""Mike"" McClelland - Pleasant Township Trustee - Pleasant ...",History — Steuben County Sheriff's Office,Township Trustees - Project Help of Steuben County,Township races decided Tuesday; Hamilton adds to board ...,ANGOLA JANE DOE IDENTIFIED AS TINA LEN CABANAW Our ...,"View Lawnie ""Mike"" McClelland's profile on LinkedIn, the world's largest professional community. ... Angola, Indiana, United States112 connections.","... and the new cell facilities in 1971, has stood for 121 years on South Wayne Street in Angola. ... Lawnie “Mike” McClelland: 1991-1998","Mike McClelland. P. O. Box 1096. Angola, IN 46703. (260) 833-6898 or pttrustee@hotmail.com. Richland Twp. Barbara Cleverly. 2572 S 800 E. Angola, IN 46703.","Nov 7, 2018 ... In the county's largest township, former Steuben County Sheriff and Angola Common Councilman Lawnie “Mike” McClelland was unopposed for ...","ANGOLA Indiana — When Jessica Gallegos started receiving messages from a ... run by Trustee Lawnie “Mike” McClelland, has agreed to use township funds to ..."
Angola Malcolm Alexander,9,False,https://innocenceproject.org/cases/malcolm-alexander/,https://www.today.com/pets/man-exonerated-after-38-years-goes-home-prison-dog-he-t123428,https://innocenceproject.org/malcolm-alexander-wrongful-conviction-angola/,https://mobile.twitter.com/innocence/status/1497646901516279808,https://www.nola.com/news/crime_police/article_9a785211-3ca4-55c7-ba8f-b21ab1031f41.html,Malcolm Alexander exonerated after 38 years in Louisiana's Angola ...,Man exonerated after 38 years goes home with prison dog he raised,"A Mistaken Identification Sent Him to Prison for 38 Years, But He ...","The Innocence Project on Twitter: ""Angola Prison, where Malcolm ...","Freed after almost 38 years, Jefferson Parish man embraces family ...",Malcolm Alexander · Time Served: 38 years · Ineffective trial lawyer and flawed eyewitness identification procedure destroyed the lives of Malcolm Alexander and ...,"Feb 21, 2018 ... Malcolm Alexander spent decades in prison for a crime he didn't commit. With the Innocence Project's help, he went home — along with a dog named ...","Sep 17, 2021 ... Malcolm Alexander was sentenced to life in prison for a crime he ... On that first morning at Angola, as Malcolm marched to the cotton field ...","Feb 26, 2022 ... Angola Prison, where Malcolm Alexander and several Innocence Project and. @_ipno_. clients were wrongly imprisoned, was built on a former ...","Malcolm Alexander was just 20 years old when he was wrongfully convicted of aggravated rape and sent to Angola to serve a life sentence, leaving behind his ..."
Angola Jim Burns,9,False,https://www.kpcnews.com/heraldrepublican/article_50a6dbfe-4377-50dd-82cd-9277cd03c6c9.html,https://familyattorneysnearme.com/indiana/angola/james-w-burns-attorney-at-law/,https://www.co.steuben.in.us/government/elected_officials.php,http://www.legaldirectories.com/Burns-James-W-200874-Atty.aspx,https://www.facebook.com/pages/category/Criminal-Lawyer/James-W-Burns-Attorney-At-Law-1385630111752302/,Burns named Steuben County magistrate | Heraldrepublican ...,James W. Burns Attorney At Law – Best Family Law Attorneys Near ...,Elected Officials,"James W. Burns - Lawyer in Angola, Indiana (IN) Steuben County ...",James W. Burns Attorney At Law - Home | Facebook,"Dec 9, 2020 ... James Burns will begin serving as the magistrate for the Steuben County courts in January. ... ANGOLA — Angola attorney Jim Burns was hired this ...","James W. Burns Attorney At Law · 213 W Maumee St, Angola IN, 46703 · Call now: (260) 665-6611 · jamesburnsattorneyatlaw.com · Unclaimed ...","Jim Getz, Vice President Lisa Aldrich Ruth Beer Dan Caruso ... Magistrate: James Burns · Prosecuting Attorney: Jeremy Musser ... Surveyor: Jim Slabaugh","James W. Burns is a Lawyer with Burns Law Office, a Law Firm in Angola, Indiana. James W. Burns.","Since 1985, we've provided quality legal representation to those facing criminal charges. James W.... 213 W Maumee St., Angola, IN 46703."
Angola Brian Cowen,9,False,https://www.thetimes.co.uk/article/cowens-angola-quip-claimed-by-pr-man-fbnfcl7gxl3,https://www.irishtimes.com/culture/onward-from-angola-1.1054534,https://www.independent.ie/regionals/goreyguardian/lifestyle/homelessness-has-succeeded-health-as-the-angola-of-irish-government-37302654.html,https://en.wikipedia.org/wiki/Brian_Cowen,https://www.reuters.com/article/internacional-irlanda-politica-idLTASIE70F0FZ20110116,Cowen's 'Angola' quip claimed by PR man | The Sunday Times,Onward from 'Angola' – The Irish Times,Homelessness has succeeded health as the 'Angola' of Irish ...,Brian Cowen - Wikipedia,Primer ministro de Irlanda pide voto de confianza en el Gobierno ...,"Mar 13, 2005 ... It was one of the Irish political establishment's favourite bon mots. Cowen, now the finance minister, was said to have been so disenchanted ...","Mar 21, 2002 ... Minister for Foreign Affairs, Brian Cowen ... Now he is responsible for Irish policy towards the real Angola, with the rest of the world ...","Sep 15, 2018 ... As the story goes, former Taoiseach Brian Cowen once famously described the Department of Health as 'Angola' due to the number of unexploded ...",Brian Bernard Cowen (born 10 January 1960) is an Irish former politician who served as Taoiseach and Leader of Fianna Fáil from 2008 to 2011.,"Jan 16, 2011 ... El primer ministro irlandés, Brian Cowen, no renunciará a su cargo como jefe del gobernante partido Fianna Fail y ofrecerá a cambio a sus ..."
Angola Michelle Martin,9,False,https://www.reuters.com/article/us-germany-election-afd/afds-petry-quits-german-election-race-may-boost-mainstream-parties-idUSKBN17L1LC,https://news.uthsc.edu/michelle-martin-phd-founding-director-center-innovation-health-equity-research-uthsc/,https://www.reuters.com/article/us-germany-economy-ifo/german-business-morale-steadies-despite-specter-of-global-trade-war-idUSKCN1IQ148,https://www2.hws.edu/article-id-17140/,https://en.wikipedia.org/wiki/Miche%C3%A1l_Martin,"AfD's Petry quits German election race, may boost mainstream ...","Michelle Martin, PhD, is Founding Director of the Center for ...",German business morale steadies despite specter of global trade ...,Free Leads Talk at National Park – Hobart and William Smith Colleges,Micheál Martin - Wikipedia,"Apr 19, 2017 ... The AfD could not be reached for comment on the report. Additional reporting by Hans-Edzard Busemann and Paul Carrel; Writing by Michelle Martin ...","Feb 13, 2017 ... Michelle Martin, PhD, is the director of the Center for Innovation in Health Equity Research: A Community Cancer Alliance for Transformative ...","May 25, 2018 ... Reporting by Michelle Martin; Additional reporting by Reinhard Becker; Editing by Paul Carrel and Catherine Evans.","Oct 18, 2013 ... 20: “Meet N'Zingha, queen of Angola (1583-1663): ruler, soldier, ... by Assistant Professor of Women's Studies Michelle Martin-Baron.","Micheál Martin is an Irish Fianna Fáil politician who has served as Taoiseach since June ... described the position as ""like being in Angola"", because 'landmines' can ..."
Angola Robert Hardy,9,False,https://www.roberthardylawpc.com/,https://www.kpcnews.com/heraldrepublican/article_0f6216ba-4db5-5666-96b3-53f7714b52e3.html,https://www.sheriff.steubencounty.in.gov/community-directory,https://robert-hardy-law-office.business.site/,https://wtvbam.com/2022/01/21/271807/,"Law Offices of Robert Hardy, P.C.",Angola police issue warning to women | Heraldrepublican | kpcnews ...,Community Directory — Steuben County Sheriff's Office,Robert Hardy Law Office - Law Firm in Auburn,Angola man facing 15 child exploitation charges for alleged illegal ...,"In addition to Estate Planning, we provide Probate and Trust administrative services. Robert Hardy has prepared thousands of wills and trusts. He has completed ...","Mar 16, 2019 ... Public defender Robert Hardy was assigned to the case and Carunchia's bail was set at $5,000. A pretrial conference will be held on May 6 in ...","(888) 692-6841 1913 N Wayne St Ste A, Angola, IN 46703 ... (260) 624-3741 200 Hoosier Dr, Angola, IN 46703 ... Public Defender – Robert Hardy Attorney","My case is a particularly difficult one, and I needed the best attorney, thanks Bob, from Robert Messmann, he really is probably the best attorney in the ...","Jan 21, 2022 ... Robert Hardy of Auburn, Indiana was appointed as Leister's public defender. The case will go through Steuben Circuit Court where a pre-trial ..."
